t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage
-3.567685387947907,16.570904133312137,0,EPI_ISL_3698588,Delta, AY.6
-3.5676852232104204,16.57090041938605,0,EPI_ISL_5445314,Delta, AY.44
-3.567685386418014,16.570904106066934,0,EPI_ISL_3748265,Delta, AY.103
-3.567822926212476,16.571228376723163,0,EPI_ISL_7153384,Delta, AY.122
-3.567685223210414,16.57090041938593,0,EPI_ISL_3844315,Delta, B.1.617.2
-3.567685223210423,16.57090041938609,0,EPI_ISL_3853110,Delta, AY.25
-3.567685385364869,16.570904091165406,0,EPI_ISL_7268663,Delta, AY.4
-3.567685386418031,16.5709041060672,0,EPI_ISL_7401488,Delta, AY.4
-3.5676853879478725,16.570904133311526,0,EPI_ISL_2963369,Delta, AY.4
-3.5676853864180207,16.570904106067044,0,EPI_ISL_7520891,Delta, AY.4.2.2
-3.567685386418013,16.570904106066923,0,EPI_ISL_4267473,Delta, AY.34
-3.5676853864180207,16.570904106067037,0,EPI_ISL_7545021,Delta, AY.4
-3.5678229248212854,16.571228397775997,0,EPI_ISL_4092860,Delta, AY.9.2
-3.567822966496009,16.571227709065088,0,EPI_ISL_4465006,Delta, AY.20
-3.5678229664960095,16.571227709065095,0,EPI_ISL_4602179,Delta, AY.25.1
-3.567685387947892,16.570904133311867,0,EPI_ISL_4760368,Delta, AY.103
-3.5676852232104244,16.57090041938613,0,EPI_ISL_6468196,Delta, AY.126
-3.5678229248213102,16.571228397775585,0,EPI_ISL_6471483,Delta, AY.5
-3.5676853879478814,16.570904133311682,0,EPI_ISL_6525571,Delta, AY.113
-3.5678229664959966,16.57122770906529,0,EPI_ISL_7655324,Delta, AY.43
-3.567685387947902,16.57090413331204,0,EPI_ISL_7703101,Delta, AY.44
-3.5676852232104204,16.57090041938605,0,EPI_ISL_9116653,Delta, B.1.617.2
-3.5676853864180207,16.570904106067044,0,EPI_ISL_7769211,Delta, AY.122
-3.5676853864180296,16.570904106067214,0,EPI_ISL_8357984,Delta, AY.44
-3.5678229252361096,16.571228390141442,0,EPI_ISL_6029112,Delta, AY.4.4
-3.567685386418017,16.570904106066987,0,EPI_ISL_7696145,Delta, AY.103
-3.5676853853648796,16.57090409116561,0,EPI_ISL_5106888,Delta, AY.103
-3.5678229664960024,16.571227709065187,0,EPI_ISL_3227297,Delta, AY.4
-3.5676852232104204,16.57090041938605,0,EPI_ISL_7808483,Delta, AY.113
-3.5676852232104204,16.57090041938605,0,EPI_ISL_4443374,Delta, AY.98.1
-3.5676853879479014,16.57090413331204,0,EPI_ISL_7819718,Delta, AY.4.2.2
-3.567685386418034,16.570904106067264,0,EPI_ISL_4591597,Delta, AY.78
-3.5676853853723545,16.57090409128962,0,EPI_ISL_4627106,Delta, AY.44
-3.567822925500058,16.571228388838534,0,EPI_ISL_8161296,Delta, AY.25.1
-3.567685386418025,16.570904106067122,0,EPI_ISL_7949372,Delta, AY.103
-3.567685386418046,16.570904106067484,0,EPI_ISL_6709623,Delta, AY.4
-3.5676853879479014,16.57090413331204,0,EPI_ISL_6805600,Delta, AY.4
-3.5676853853648725,16.57090409116548,0,EPI_ISL_7009755,Delta, AY.98.1
-3.567685386418032,16.570904106067225,0,EPI_ISL_8172007,Delta, AY.4
-3.567685208278939,16.570900142241502,0,EPI_ISL_4892527,Delta, AY.126
-3.5676852232104284,16.57090041938618,0,EPI_ISL_5041628,Delta, AY.33
-3.6382116158804143,16.543967230008,0,EPI_ISL_11680815,Delta, AY.26
-3.638211610019261,16.543967141755072,0,EPI_ISL_6939194,Delta, AY.127
-3.638211610014156,16.543967142350517,0,EPI_ISL_5876461,Delta, AY.119
-3.6382116101860396,16.543967142334594,0,EPI_ISL_5904401,Delta, AY.122
-3.638211610554971,16.543967177066015,0,EPI_ISL_4566217,Delta, AY.47
-3.6382115887163025,16.54396620045799,0,EPI_ISL_4760859,Delta, AY.47
-3.6382116100261856,16.54396714206501,0,EPI_ISL_6284297,Delta, AY.4
-3.6382116104469744,16.54396716818397,0,EPI_ISL_5735709,Delta, AY.127
-3.638211610499781,16.543967173524308,0,EPI_ISL_6007436,Delta, AY.4
-3.638211610019261,16.543967141755072,0,EPI_ISL_6029485,Delta, AY.39
-3.638211611173687,16.543967173526333,0,EPI_ISL_8117522,Delta, AY.86
-3.638211610674289,16.54396714035239,0,EPI_ISL_3259016,Delta, AY.43
-3.638710515609672,16.5433378614543,0,EPI_ISL_5516549,Delta, AY.44
-3.6387105153816135,16.543337830888678,0,EPI_ISL_3921682,Delta, AY.44
-6.660312709565792,7.211169693799497,0,EPI_ISL_3399891,Delta, AY.25.1
-6.660448091504867,7.211819332054556,0,EPI_ISL_3403619,Delta, AY.75
-6.66188145150367,7.216296566934127,0,EPI_ISL_8356800,Delta, AY.44
-6.660506687062885,7.211985213123171,0,EPI_ISL_10093300,Delta, AY.126
-6.660446934724975,7.211823175952924,0,EPI_ISL_3497312,Alpha, B.1.1.7
-6.660448091504868,7.2118193320545565,0,EPI_ISL_11856441,Delta, AY.43
-6.66188145150367,7.216296566934127,0,EPI_ISL_3533188,Delta, AY.112
-6.661881451503669,7.216296566934129,0,EPI_ISL_3533179,Delta, B.1.617.2
-6.660483604410889,7.211985100653561,0,EPI_ISL_3656681,Delta, AY.44
-6.660447691944805,7.211822277522979,0,EPI_ISL_3010471,Delta, B.1.617.2
-6.660448091504869,7.211819332054557,0,EPI_ISL_3667363,Delta, AY.126
-6.660448091504868,7.211819332054557,0,EPI_ISL_3691277,Delta, AY.53
-6.6604880393050925,7.211978222093192,0,EPI_ISL_5372488,Delta, B.1.617.2
-6.660365314811079,7.211983449765349,0,EPI_ISL_8402522,Omicron, B.1.1.529
-6.660513215244724,7.211997538519653,0,EPI_ISL_5427483,Delta, B.1.617.2
-6.660486992204981,7.211987224954113,0,EPI_ISL_7133346,Delta, B.1.617.2
-6.660508702888694,7.211988127694822,0,EPI_ISL_5518019,Delta, B.1.617.2
-6.66048317977042,7.211988297203515,0,EPI_ISL_5549836,Delta, AY.26
-6.660488039305082,7.211978222093185,0,EPI_ISL_4875665,Delta, AY.46.6
-6.660507874471367,7.2119881219635165,0,EPI_ISL_5581017,Delta, AY.44
-6.66188145150367,7.216296566934127,0,EPI_ISL_5641865,Delta, AY.122
-6.660403001561568,7.2119885662094365,0,EPI_ISL_5641173,Delta, AY.122
-6.660447691944805,7.211822277522979,0,EPI_ISL_16799659,Delta, AY.87
-6.66188145150367,7.216296566934126,0,EPI_ISL_5641317,Delta, AY.34
-6.66049553421061,7.211998828483453,0,EPI_ISL_7232252,Delta, AY.25.1
-6.660527068703066,7.211997540855002,0,EPI_ISL_7232752,Delta, AY.3
-6.660461329975278,7.211874661659281,0,EPI_ISL_3849546,Delta, AY.39
-6.661881451503669,7.216296566934127,0,EPI_ISL_3856457,Delta, AY.26
-6.660507863887391,7.211987215238281,0,EPI_ISL_3857699,Delta, AY.3
-6.660508110685598,7.211997897874363,0,EPI_ISL_3907113,Delta, B.1.617.2
-6.660446934724976,7.211823175952924,0,EPI_ISL_6651953,Delta, AY.26
-6.660448091504868,7.211819332054557,0,EPI_ISL_8603962,Delta, AY.9.2
-6.660446934724976,7.211823175952923,0,EPI_ISL_8604038,Delta, AY.4.5
-6.660508073875065,7.211987431578226,0,EPI_ISL_7366338,Delta, AY.34.1.1
-6.6605081111834785,7.211997897840422,0,EPI_ISL_7366353,Delta, AY.99.2
-6.660512062731074,7.2119875773197935,0,EPI_ISL_7405755,Delta, B.1.617.2
-6.660446934724976,7.211823175952924,0,EPI_ISL_7424288,Delta, AY.65
-6.660448091504867,7.2118193320545565,0,EPI_ISL_7425392,Delta, AY.126
-6.660527068703055,7.2119975408549974,0,EPI_ISL_7424824,Delta, AY.126
-6.660483184275897,7.211987594204848,0,EPI_ISL_7424778,Delta, AY.43
-6.660483176468607,7.211988258112943,0,EPI_ISL_8727839,Delta, AY.124.1.1
-6.660446934724976,7.211823175952923,0,EPI_ISL_1098250,Alpha, B.1.1.7
-6.660448091504867,7.2118193320545565,0,EPI_ISL_4029497,Delta, AY.44
-6.6605031181292595,7.211998232971059,0,EPI_ISL_2673783,Alpha, B.1.1.7
-6.660515758816668,7.211988001020983,0,EPI_ISL_2958832,Delta, AY.25
-6.660508073875064,7.2119874315782395,0,EPI_ISL_3058159,Alpha, B.1.1.7
-6.660448091504867,7.2118193320545565,0,EPI_ISL_3091093,Alpha, B.1.1.7
-6.660509237493812,7.211987974332502,0,EPI_ISL_4141134,Delta, AY.100
-6.660396923664932,7.211984961448612,0,EPI_ISL_4301857,Delta, AY.36
-6.660396923587,7.211984961441995,0,EPI_ISL_4540026,Delta, AY.3
-6.660508702888706,7.211988127694821,0,EPI_ISL_8082637,Delta, AY.121
-6.660486992204998,7.2119872249540995,0,EPI_ISL_6161119,Delta, AY.112
-6.660446934724975,7.211823175952924,0,EPI_ISL_6171218,Delta, AY.3
-6.660446934724977,7.211823175952924,0,EPI_ISL_6170401,Delta, AY.47
-6.661881451503673,7.216296566934127,0,EPI_ISL_6171694,Delta, AY.26
-6.660448091504868,7.2118193320545565,0,EPI_ISL_6485362,Delta, AY.47
-6.660408597661419,7.21198881275577,0,EPI_ISL_6514392,Delta, AY.44
-6.6605087028887,7.211988127694822,0,EPI_ISL_6515457,Delta, AY.119
-6.661881451503671,7.216296566934126,0,EPI_ISL_6536721,Delta, AY.100
-6.661881451503671,7.216296566934126,0,EPI_ISL_6545531,Delta, AY.25
-6.661881451503669,7.216296566934129,0,EPI_ISL_6559259,Delta, AY.100
-6.661881451503671,7.216296566934128,0,EPI_ISL_6571558,Delta, AY.103
-6.660365314811027,7.21198344976536,0,EPI_ISL_6571435,Delta, AY.103
-6.66050310925087,7.211997682646535,0,EPI_ISL_6573091,Delta, AY.100
-6.661881451503671,7.216296566934127,0,EPI_ISL_6631336,Delta, AY.3
-6.660506687129518,7.2119852131157405,0,EPI_ISL_6629487,Delta, AY.44
-6.661881451503669,7.216296566934126,0,EPI_ISL_6693898,Delta, AY.126
-6.660448091504868,7.2118193320545565,0,EPI_ISL_6693891,Delta, AY.4.2
-6.660448091504867,7.2118193320545565,0,EPI_ISL_6694019,Delta, AY.4.4
-6.660515813464072,7.211987501964255,0,EPI_ISL_6693943,Delta, AY.4.2
-6.660504096762796,7.21198726795116,0,EPI_ISL_7566108,Delta, AY.46.4
-6.661881451503672,7.216296566934127,0,EPI_ISL_7565864,Delta, AY.122
-6.660503118129153,7.21199823297101,0,EPI_ISL_7920489,Delta, AY.25.1
-6.660508110685584,7.211997897874363,0,EPI_ISL_7923176,Delta, AY.47
-6.660509237493813,7.211987974332503,0,EPI_ISL_7943724,Delta, AY.103
-6.660448091504868,7.2118193320545565,0,EPI_ISL_7970520,Delta, AY.5.4
-6.6605016420691925,7.211998405422261,0,EPI_ISL_7970513,Delta, AY.4
-6.660483179770737,7.211988297203655,0,EPI_ISL_7970811,Delta, AY.7.1
-6.66051577431366,7.211986894274594,0,EPI_ISL_7970750,Delta, AY.4
-6.6605297241946655,7.211988035740701,0,EPI_ISL_7970737,Delta, AY.4
-6.660427565218654,7.21198871835766,0,EPI_ISL_7970701,Delta, AY.98.1
-6.6604868005698705,7.2119982980512285,0,EPI_ISL_7900020,Delta, AY.4
-6.660509237493812,7.211987974332503,0,EPI_ISL_9103207,Delta, AY.103
-6.660447691944805,7.211822277522979,0,EPI_ISL_9132577,Delta, B.1.617.2
-6.661881451503671,7.216296566934128,0,EPI_ISL_9324200,Delta, AY.100
-6.661881451503671,7.216296566934126,0,EPI_ISL_8221869,Delta, AY.36.1
-6.660448091504867,7.2118193320545565,0,EPI_ISL_7424461,Delta, AY.126
-6.660507854594075,7.211988068150791,0,EPI_ISL_9610701,Delta, AY.122
-6.660448091504868,7.211819332054557,0,EPI_ISL_5866932,Delta, AY.25.1
-6.660446934724975,7.211823175952924,0,EPI_ISL_8082649,Delta, AY.126
-6.660446934724976,7.211823175952924,0,EPI_ISL_7779573,Delta, AY.103
-6.660480967242397,7.2119889291475126,0,EPI_ISL_6170051,Delta, AY.26
-6.660495539452301,7.2119974090779895,0,EPI_ISL_11036678,Alpha, B.1.1.7
-6.66050668803046,7.21198521301527,0,EPI_ISL_11036528,Alpha, B.1.1.7
-6.660365314811194,7.211983449765327,0,EPI_ISL_7970583,Delta, AY.43
-6.660446934724976,7.211823175952925,0,EPI_ISL_8082783,Delta, AY.112
-6.660461329975278,7.21187466165928,0,EPI_ISL_7970560,Delta, AY.122
-6.660448091504868,7.211819332054557,0,EPI_ISL_8082674,Delta, B.1.617.2
-6.660448091504868,7.211819332054557,0,EPI_ISL_2984527,Delta, AY.122
-6.6618814515036675,7.216296566934126,0,EPI_ISL_2988040,Delta, AY.122
-6.66188145150367,7.216296566934126,0,EPI_ISL_8082750,Delta, AY.33
-6.66052494613055,7.211987798750859,0,EPI_ISL_4381911,Delta, AY.3
-6.661881451503671,7.216296566934126,0,EPI_ISL_1627570,Alpha, B.1.1
-6.660447691944805,7.211822277522979,0,EPI_ISL_6010220,Delta, AY.32
-6.660507860102793,7.211987437948475,0,EPI_ISL_11268213,Delta, AY.120
-6.661881451503671,7.216296566934126,0,EPI_ISL_8082701,Delta, AY.122
-6.660365314811133,7.211983449765339,0,EPI_ISL_7970489,Delta, AY.122
-6.660447691944807,7.21182227752298,0,EPI_ISL_16109885,Delta, B.1.617.2
-6.660448091504869,7.2118193320545565,0,EPI_ISL_7566054,Delta, AY.126
-6.660504096764396,7.211987267951037,0,EPI_ISL_5641253,Delta, AY.122
-6.660495534210612,7.211998828483453,0,EPI_ISL_5641327,Delta, AY.121
-6.660506687304529,7.2119852130962245,0,EPI_ISL_6161601,Delta, AY.119
-6.660506687238568,7.2119852131035795,0,EPI_ISL_9324893,Delta, AY.126
-6.66049330668825,7.21199822957234,0,EPI_ISL_10096547,Delta, AY.20
-6.661881451503672,7.216296566934126,0,EPI_ISL_9702426,Delta, AY.44
-6.660493306688256,7.211998229572345,0,EPI_ISL_6163749,Delta, AY.3
-6.660503854508197,7.211998211132233,0,EPI_ISL_3541269,Delta, AY.33
-6.660503854508197,7.211998211132231,0,EPI_ISL_10103967,Omicron, B.1.1.529
-6.6604831797726,7.211988297204479,0,EPI_ISL_10714873,Delta, AY.103
-6.661881451503669,7.216296566934127,0,EPI_ISL_11685361,Delta, AY.44
-6.660448091504868,7.211819332054557,0,EPI_ISL_12569666,Delta, AY.103
-6.660491315708863,7.211987728174585,0,EPI_ISL_3833500,Delta, AY.44
-6.660446934724976,7.211823175952923,0,EPI_ISL_3833516,Delta, AY.118
-6.660499036131122,7.211998647210568,0,EPI_ISL_8066664,Delta, AY.20
-6.661881451503672,7.216296566934127,0,EPI_ISL_9201789,Delta, AY.44
-6.660501359647537,7.211987488558423,0,EPI_ISL_9201696,Delta, AY.44
-6.6618814515036675,7.216296566934126,0,EPI_ISL_9345273,Delta, AY.3
-6.660506688001563,7.211985213018494,0,EPI_ISL_9345307,Delta, AY.103
-6.66188145150367,7.216296566934126,0,EPI_ISL_9524269,Delta, AY.25
-6.660508111183475,7.211997897840423,0,EPI_ISL_9677239,Delta, AY.119.2
-6.661881451503669,7.216296566934126,0,EPI_ISL_9677230,Delta, AY.107
-6.660448091504868,7.2118193320545565,0,EPI_ISL_4910349,Delta, AY.25
-6.660448091504867,7.211819332054556,0,EPI_ISL_8425971,Delta, AY.122
-6.660447691944806,7.211822277522979,0,EPI_ISL_8077772,Delta, AY.3
-6.660506687852098,7.2119852130351605,0,EPI_ISL_4949749,Delta, AY.4
-6.660507874471364,7.21198812196351,0,EPI_ISL_8000358,Delta, AY.4
-6.660512062152355,7.211987577346586,0,EPI_ISL_4057257,Delta, AY.100
-6.6603969232055595,7.211984961409628,0,EPI_ISL_6541002,Delta, AY.103
-6.660448091504868,7.211819332054557,0,EPI_ISL_6541443,Delta, AY.120.1
-6.661881451503669,7.216296566934127,0,EPI_ISL_6550623,Delta, AY.25.1
-6.66052494528039,7.211987837812845,0,EPI_ISL_6572519,Delta, AY.44
-6.660499757006076,7.211977867152072,0,EPI_ISL_5113041,Delta, AY.44
-6.660447691944805,7.2118222775229786,0,EPI_ISL_6693853,Delta, AY.92
-6.660481307786989,7.211987694358769,0,EPI_ISL_6695445,Delta, AY.85
-6.660503855529728,7.211999062430309,0,EPI_ISL_7424112,Delta, AY.121
-6.661881451503672,7.216296566934127,0,EPI_ISL_3533184,Delta, AY.112
-6.660446934724977,7.211823175952925,0,EPI_ISL_6688452,Delta, AY.9.2
-6.6605120621522245,7.211987577346579,0,EPI_ISL_2957030,Delta, AY.43
-6.661881451503672,7.216296566934126,0,EPI_ISL_8082801,Delta, AY.121
-6.660493306688247,7.211998229572338,0,EPI_ISL_8082583,Delta, AY.121
-6.660446934724976,7.211823175952925,0,EPI_ISL_8082650,Delta, AY.122
-6.660495534210602,7.211998828483451,0,EPI_ISL_6785048,Delta, AY.103
-6.660396923810353,7.211984961460949,0,EPI_ISL_2828170,Delta, AY.42
-6.660527068703044,7.211997540854996,0,EPI_ISL_4911036,Delta, AY.119
-6.66048629085254,7.211988110967928,0,EPI_ISL_16608015,Delta, AY.48
-6.66052496654273,7.211986768381217,0,EPI_ISL_3230491,Delta, AY.122
-6.660461329975278,7.21187466165928,0,EPI_ISL_3230558,Delta, AY.122
-6.660506687742455,7.211985213047389,0,EPI_ISL_4949769,Delta, AY.9.2
-6.660486800570819,7.21199829805088,0,EPI_ISL_4949842,Delta, AY.122
-6.660483179771626,7.211988297204049,0,EPI_ISL_4997289,Delta, AY.3
-6.66050786388739,7.211987215238274,0,EPI_ISL_1802084,Alpha, B.1.1.7
-6.660502542066096,7.211998640412604,0,EPI_ISL_5003810,Delta, AY.25
-6.660448091504869,7.211819332054557,0,EPI_ISL_5030205,Delta, AY.30
-6.660461329975275,7.21187466165928,0,EPI_ISL_11580749,Delta, AY.120
-3.940805814803773,16.447267762339997,0,EPI_ISL_7101654,Delta, AY.36
-3.9408057805381866,16.44727026631684,0,EPI_ISL_4046303,Delta, AY.4
-3.9408058248961955,16.447267050679937,0,EPI_ISL_6268721,Delta, AY.127
-3.940805825392262,16.447267014994353,0,EPI_ISL_8509894,Delta, AY.4
-3.940805826115749,16.447267017584057,0,EPI_ISL_6426605,Delta, AY.4.2
-3.6319787657539724,16.545453953932263,0,EPI_ISL_3752336,Delta, AY.103
-3.6319787634668748,16.545453885092495,0,EPI_ISL_5617023,Delta, AY.100
-3.631978794449954,16.545453885133686,0,EPI_ISL_7405470,Delta, AY.98.1
-3.631978763198777,16.54545388434386,0,EPI_ISL_4013391,Delta, AY.98
-3.631978763462294,16.545453885092172,0,EPI_ISL_4298753,Delta, AY.26
-3.63197876344304,16.545453885092538,0,EPI_ISL_7558274,Delta, AY.4
-3.63197876344304,16.545453885092538,0,EPI_ISL_6473181,Delta, AY.4.2
-3.6319787633343377,16.54545388481721,0,EPI_ISL_6538946,Delta, AY.25
-3.631978763209561,16.54545388434383,0,EPI_ISL_7974342,Delta, AY.120
-3.631978763535384,16.54545388520769,0,EPI_ISL_8953813,Delta, AY.25
-3.6319787633738607,16.545453884799322,0,EPI_ISL_8089783,Delta, AY.126
-3.6319787635340424,16.545453885207564,0,EPI_ISL_6213454,Delta, AY.4
-3.63197876344304,16.545453885092538,0,EPI_ISL_11521293,Delta, AY.122
-3.631978763281028,16.545453884332552,0,EPI_ISL_11010996,Delta, AY.100
-3.631978794254669,16.545453884750845,0,EPI_ISL_7823748,Delta, AY.3
-3.63197876344304,16.545453885092538,0,EPI_ISL_3449746,Delta, AY.122
-4.213096904298243,16.199009148849072,0,EPI_ISL_6952247,Delta, AY.4
-3.6370250060486145,16.544684486702927,0,EPI_ISL_3971059,Delta, AY.4
-3.6370250055744036,16.544684486195592,0,EPI_ISL_7394134,Delta, AY.4.2
-3.637025005958512,16.54468448618839,0,EPI_ISL_5717602,Delta, AY.4
-3.637025005958512,16.54468448618839,0,EPI_ISL_4793596,Delta, AY.4.2
-3.6370250058409765,16.544684486137168,0,EPI_ISL_7564210,Delta, AY.4.2
-3.6370250058409765,16.544684486137168,0,EPI_ISL_8118322,Delta, AY.4.2
-3.637025005741888,16.54468448615956,0,EPI_ISL_8118310,Delta, AY.4.2
-7.420678623899315,8.54009095894475,0,EPI_ISL_5371942,Delta, AY.100
-7.420678623899315,8.54009095894475,0,EPI_ISL_4054973,Delta, AY.27
-7.420678623899315,8.54009095894475,0,EPI_ISL_5991421,Delta, AY.43
-7.420678623899315,8.54009095894475,0,EPI_ISL_4400619,Delta, AY.9.2
-7.420678623899315,8.54009095894475,0,EPI_ISL_6571358,Delta, AY.103
-7.420678623899315,8.54009095894475,0,EPI_ISL_7568482,Delta, AY.26
-7.420678623899315,8.54009095894475,0,EPI_ISL_4983426,Delta, AY.25
-3.6306359667145136,16.548372847987906,0,EPI_ISL_5520407,Delta, AY.75
-3.6306365306796495,16.54841218263081,0,EPI_ISL_2349752,Delta, B.1.617.2
-3.6306365306532014,16.548412182646455,0,EPI_ISL_5796684,Delta, AY.43
-3.6306361788484343,16.5484176489724,0,EPI_ISL_5839659,Delta, AY.4
-3.630636545707928,16.548412204446983,0,EPI_ISL_7484742,Delta, AY.4.2
-3.6306365308246997,16.548412183721837,0,EPI_ISL_2832078,Delta, AY.4
-3.6306365457109946,16.54841220444693,0,EPI_ISL_6525824,Delta, AY.103
-3.630636530656791,16.54841218264972,0,EPI_ISL_3365500,Delta, AY.4.2
-3.6306365447520084,16.54841220380884,0,EPI_ISL_2151290,Delta, AY.103
-3.6306365307683754,16.548412183712916,0,EPI_ISL_8143444,Delta, AY.3
-3.6306365306744492,16.548412182631548,0,EPI_ISL_6901550,Delta, B.1.617.2
-3.9107642866251466,16.45005421428018,0,EPI_ISL_5988110,Delta, AY.44
-3.6339517972333524,16.545371669668256,0,EPI_ISL_7214979,Delta, AY.5
-3.633951756061499,16.545367548297353,0,EPI_ISL_5053803,Delta, AY.44
-3.596003232966123,16.561686372201617,0,EPI_ISL_6561938,Delta, AY.112
-3.618685111897158,16.552158456104443,0,EPI_ISL_6206427,Delta, AY.43
-6.666745333927508,7.211290288027016,0,EPI_ISL_3540396,Delta, AY.126
-9.211254021119817,9.505525225000953,0,EPI_ISL_4026130,Delta, AY.26
-9.211254021119819,9.505525225000955,0,EPI_ISL_2846144,Delta, AY.4
-9.211254021119819,9.505525225000955,0,EPI_ISL_6424924,Delta, B.1.617.2
-9.211254021119819,9.505525225000955,0,EPI_ISL_6698398,Delta, AY.33
-9.211254021119819,9.505525225000953,0,EPI_ISL_9243863,Delta, AY.43
-9.211254021119819,9.505525225000953,0,EPI_ISL_7850035,Delta, B.1.617.2
-6.927334688296869,8.85342341620084,0,EPI_ISL_11929422,Delta, AY.122.6
-3.5392499465553593,16.57750563168757,0,EPI_ISL_6989431,Delta, AY.103
-3.8118030734529524,16.6047492860065,0,EPI_ISL_9227528,Delta, AY.127
-3.811802615710603,16.604749281747996,0,EPI_ISL_9226395,Delta, AY.127
-3.811802615690654,16.604749281736186,0,EPI_ISL_9214185,Delta, AY.127
-3.811802488526439,16.604749273318873,0,EPI_ISL_8238360,Delta, AY.127
-3.5541558057171825,16.575825611049858,0,EPI_ISL_3635401,Delta, AY.72
-3.6466384859210126,16.540221831790102,0,EPI_ISL_2757676,Delta, AY.122
-3.6466384427136833,16.540219452858462,0,EPI_ISL_6036831,Delta, AY.43
-3.646638442960326,16.540219461806018,0,EPI_ISL_5118079,Delta, AY.126
-7.472255338373655,8.450825993065228,0,EPI_ISL_5370460,Delta, AY.103
-4.196569419149872,16.346632870193346,0,EPI_ISL_17675888,Delta, AY.26
-7.389790706375154,8.75579364399405,0,EPI_ISL_5461716,Delta, AY.29
-11.674532056346742,21.087678996495868,0,EPI_ISL_5464285,Delta, AY.98.1
-11.674532056346742,21.087678996495868,0,EPI_ISL_9879528,Delta, AY.109
-3.643061620189054,16.54342615779173,0,EPI_ISL_5514026,Delta, AY.103
-3.6430616242732214,16.543426448413918,0,EPI_ISL_4339024,Delta, B.1.617.2
-3.643061618083128,16.543426106506693,0,EPI_ISL_5527039,Delta, AY.4
-4.208843276674375,16.19998208113125,0,EPI_ISL_15742274,Delta, B.1.617.2
-3.5960032329661216,16.56168637220161,0,EPI_ISL_4638585,Delta, AY.103
-6.670351878066404,7.235941229542813,0,EPI_ISL_6421475,Delta, AY.33
-6.668950735162334,7.232263261449301,0,EPI_ISL_8515072,Delta, AY.100
-11.909352119654748,21.431398554040403,0,EPI_ISL_8468812,Delta, AY.3
-3.6165488430627257,16.55470910619664,0,EPI_ISL_3752985,Delta, AY.3
-8.300829287093226,8.45580412785757,0,EPI_ISL_5616392,Delta, AY.23
-8.300829287093226,8.45580412785757,0,EPI_ISL_11050727,Delta, B.1.617.2
-8.300829287093226,8.45580412785757,0,EPI_ISL_11514259,Delta, AY.100
-6.861691087092338,7.225725019568864,0,EPI_ISL_5641188,Delta, AY.122.2
-6.861691087092338,7.225725019568863,0,EPI_ISL_2787132,Delta, AY.38
-3.554986502929578,16.572362218608365,0,EPI_ISL_4725196,Delta, AY.29
