random_seed,fold,split,n_sequences,n_single,n_double,n_triple_plus,pct_single,pct_double,pct_triple_plus,mean_mutations,std_mutations,min_mutations,max_mutations
1,2,excluded,47897,0,10884,37013,0.0,22.72376140468088,77.27623859531913,3.602647347433033,1.3344239949503987,2,10
1,3,train,52587,2867,21818,27902,5.451917774354879,41.489341472226975,53.05874075341814,2.8301861676840283,1.1311035915952288,1,10
1,3,test,2314,719,1341,254,31.07173725151253,57.951598962834915,10.97666378565255,1.8102852203975799,0.6480191250347298,1,5
1,3,excluded,47822,0,10738,37084,0.0,22.45410062314416,77.54589937685584,3.612856007695203,1.3393384359752591,2,10
1,4,train,56184,2874,22749,30561,5.115335326783426,40.49017513882956,54.39448953438701,2.8686458778299873,1.1486935060920662,1,10
1,4,test,1964,712,1075,177,36.252545824847246,54.73523421588594,9.012219959266803,1.7423625254582484,0.6585005176245106,1,5
1,4,excluded,44575,0,10073,34502,0.0,22.597868760515986,77.40213123948402,3.6163768928771733,1.3462900134012552,2,10
1,5,train,52311,2873,21740,27698,5.492152702108543,41.55913670164975,52.94871059624171,2.836153007971555,1.1425400910067558,1,10
1,5,test,2290,713,1332,245,31.1353711790393,58.16593886462882,10.698689956331878,1.8074235807860262,0.646817468878637,1,5
1,5,excluded,48122,0,10825,37297,0.0,22.494908773533933,77.50509122646606,3.6011179917709155,1.3328987234375986,2,10
2,1,train,49178,2846,20543,25789,5.7871405913213225,41.7727439098784,52.440115498800274,2.8077188986945383,1.1212965295746133,1,10
2,1,test,2703,740,1629,334,27.37698853126156,60.26637069922308,12.356640769515353,1.8682944876063634,0.6632671847288188,1,5
2,1,excluded,50842,0,11725,39117,0.0,23.061641949569253,76.93835805043075,3.592816962353959,1.3350634491196152,2,10
2,2,train,55061,2884,22445,29732,5.237827137175133,40.76388006029676,53.998292802528105,2.858266286482265,1.1465024090328622,1,10
2,2,test,2061,702,1148,211,34.06113537117904,55.70111596312469,10.237748665696264,1.7763221737020864,0.6644375111684875,1,6
2,2,excluded,45601,0,10304,35297,0.0,22.595995701848643,77.40400429815135,3.612947084493761,1.3424309737587703,2,10
2,3,train,52915,2875,21990,28050,5.43324199187376,41.55721440045356,53.00954360767268,2.830104885193234,1.131466416173545,1,9
2,3,test,2160,711,1231,218,32.916666666666664,56.99074074074074,10.092592592592593,1.7805555555555554,0.6404509888631623,1,5
2,3,excluded,47648,0,10676,36972,0.0,22.405977165883144,77.59402283411686,3.6138557756883816,1.3392917567466807,2,10
2,4,train,50001,2860,20854,26287,5.719885602287954,41.70716585668286,52.57294854102918,2.8163836723265536,1.1306453036812858,1,10
2,4,test,2523,726,1488,309,28.77526753864447,58.97740784780024,12.247324613555291,1.8513674197384067,0.6660508796163949,1,6
2,4,excluded,50199,0,11555,38644,0.0,23.01838682045459,76.9816131795454,3.5917249347596565,1.332711182797273,2,10
2,5,train,54806,2879,22452,29475,5.2530744808962515,40.96631755647192,53.780607962631834,2.8537568879319783,1.1431884928745368,1,9
2,5,test,2006,707,1097,202,35.244267198404785,54.68594217347956,10.069790628115653,1.761714855433699,0.6638732314578704,1,5
2,5,excluded,45911,0,10348,35563,0.0,22.53926074361264,77.46073925638736,3.6125765067195226,1.3429721777936472,2,10
